"","species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"461","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Omasuyos, high pass region on the road between Achacachi and Sorata.""",-15.7833,-68.6667,NA,4500,"NLD037","NLD","CGN17843","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4500",NA,NA,"BO","Department: La Paz, Province: Omasuyos, high pass region on the road between Achacachi and Sorata., Bolivia"
"462","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Ingavi, 18km from Viacha to Nazacara.""",-16.7667,-68.3667,NA,4100,"NLD037","NLD","CGN20613","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"BO","Department: La Paz, Province: Ingavi, 18km from Viacha to Nazacara., Bolivia"
"463","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Ingavi, Tiwanacu (Inca ruines).""",-16.5667,-68.7,NA,3800,"NLD037","NLD","CGN20612","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: La Paz, Province: Ingavi, Tiwanacu (Inca ruines)., Bolivia"
"464","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Susques, road to Coranzuli, km 1333, near Tore.""",-23.0667,-66.9,NA,4200,"NLD037","NLD","CGN17916","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"AR","Province: Jujuy, Department: Susques, road to Coranzuli, km 1333, near Tore., Argentina"
"465","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Yavi, near El Angosto""",-22.1167,-65.4333,NA,3450,"NLD037","NLD","CGN17923","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"AR","Province: Jujuy, Department: Yavi, near El Angosto, Argentina"
"466","Solanum acaule f. acaule",NA,"Peru",NA,NA,"""Department: Puno, Province: Puno, km 205 between Puno and Cusco. At the border of the departments.""",-14.4833,-70.9667,NA,4250,"NLD037","NLD","CGN17845","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"PE","Department: Puno, Province: Puno, km 205 between Puno and Cusco. At the border of the departments., Peru"
"467","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Humahuaca, Chaupi Rodero, between Iturbe and Condor.""",-22.9333,-65.3167,NA,3600,"NLD037","NLD","CGN24287","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Province: Jujuy, Department: Humahuaca, Chaupi Rodero, between Iturbe and Condor., Argentina"
"468","Solanum acaule subsp. palmirense",NA,"Ecuador",NA,NA,"""P. Chimborazo, Palmira, on Loma Moyocancha, at Estacion Experimental Paramo Moyocancha, 11.4km E of Tixan-Palmira road, 3.3km S of Cocan.""",-2.15,-78.7167,NA,3750,"NLD037","NLD","CGN20675","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"EC","P. Chimborazo, Palmira, on Loma Moyocancha, at Estacion Experimental Paramo Moyocancha, 11.4km E of Tixan-Palmira road, 3.3km S of Cocan., Ecuador"
"469","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Potosi, Province: Frias, road to Lecherias, 0.5km from Potosi.""",-19.6333,-65.0667,NA,3950,"NLD037","NLD","CGN24285","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","Department: Potosi, Province: Frias, road to Lecherias, 0.5km from Potosi., Bolivia"
"470","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Loayza, 27km from Pata Camaya to Luribay.""",-17.1167,-67.7,NA,4020,"NLD037","NLD","CGN24401","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4020",NA,NA,"BO","Department: La Paz, Province: Loayza, 27km from Pata Camaya to Luribay., Bolivia"
"471","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Cochabamba, Province: Arque, 90km from Cochabamba to Oruro, Sayari.""",-17.6667,-66.4667,NA,3780,"NLD037","NLD","CGN23054","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3780",NA,NA,"BO","Department: Cochabamba, Province: Arque, 90km from Cochabamba to Oruro, Sayari., Bolivia"
"472","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Humahuaca""",-23.2167,-65.7,NA,4300,"NLD037","NLD","CGN17912","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"AR","Province: Jujuy, Department: Humahuaca, Argentina"
"473","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Cochabamba, Province: Arani, 87 km from Cochabamba to Santa Cruz, Koari.""",-17.4333,-65.7167,NA,3550,"NLD037","NLD","CGN17675","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3550",NA,NA,"BO","Department: Cochabamba, Province: Arani, 87 km from Cochabamba to Santa Cruz, Koari., Bolivia"
"474","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Potosi, Province: Sud Chichas, 61km from Cotagaita to Tupiza.""",-21.45,-65.7167,NA,3300,"NLD037","NLD","CGN18197","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3300",NA,NA,"BO","Department: Potosi, Province: Sud Chichas, 61km from Cotagaita to Tupiza., Bolivia"
"475","Solanum acaule subsp. punae",NA,"Peru",NA,NA,"""Department: Huanuco, Province: Huamalies, Luichocancha, district of Tantamayo.""",-9.26667,-76.5833,NA,3700,"NLD037","NLD","CGN20669","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"PE","Department: Huanuco, Province: Huamalies, Luichocancha, district of Tantamayo., Peru"
"476","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: Oruro, Province: Dalence, 29km from Oruro to Huanuni, Realenga.""",-18.0667,-67,NA,3260,"NLD037","NLD","CGN18170","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3260",NA,NA,"BO","Department: Oruro, Province: Dalence, 29km from Oruro to Huanuni, Realenga., Bolivia"
"477","Solanum acaule subsp. punae",NA,"Peru",NA,NA,"""Department: Junin, Km 34 between Jauja and Tarma.""",-11.6,-75.3667,NA,4100,"NLD037","NLD","CGN23483","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"PE","Department: Junin, Km 34 between Jauja and Tarma., Peru"
"478","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Pacajes, 8km from Caquiaviri to Antaquira.""",-17.1167,-67.6167,NA,4000,"NLD037","NLD","CGN20591","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Department: La Paz, Province: Pacajes, 8km from Caquiaviri to Antaquira., Bolivia"
"479","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"""Department: La Paz, Province: Murillo, 12km from toll-block La Paz to Unduavi (Coroico).""",-16.3667,-68.1167,NA,4440,"NLD037","NLD","CGN18120","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4440",NA,NA,"BO","Department: La Paz, Province: Murillo, 12km from toll-block La Paz to Unduavi (Coroico)., Bolivia"
"480","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Salta, Department: Chicoana, Cuesta del Obispo, Valle Encantado.""",-25.1667,-65.8667,NA,3450,"NLD037","NLD","CGN18273","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"AR","Province: Salta, Department: Chicoana, Cuesta del Obispo, Valle Encantado., Argentina"
"481","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Yavi, Suripugio""",-22.1667,-65.3833,NA,3700,"NLD037","NLD","CGN17913","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Province: Jujuy, Department: Yavi, Suripugio, Argentina"
"482","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Salta, Department: Oran""",-23.1667,-65,NA,4400,"NLD037","NLD","CGN17927","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Province: Salta, Department: Oran, Argentina"
"483","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"""Province: Jujuy, Department: Cochinoca, Las Doncellas""",-22.8333,-65.9667,NA,3600,"NLD037","NLD","CGN17914","specimen",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Province: Jujuy, Department: Cochinoca, Las Doncellas, Argentina"
"484","Solanum acaule subsp. acaule","South America","Bolivia","Cochabamba",NA,"Tapacari. Pongo, entreda Independencia LP-Cbba.",-17.616667,-66.65,NA,3950,"US","Botany","3135606","specimen","J. Solomon","1988-11-03","1988-11-03","Data from GBIF data index - original values.",2013-01-16,"3950","3950",NA,NA,"BO","Tapacari. Pongo, entreda Independencia LP-Cbba., Cochabamba, Bolivia, South America"
"485","Solanum acaule subsp. acaule","South America","Bolivia","Potosï¿½","Tomï¿½s Frï¿½as","Frias. Al N de la ciudad de Potosi",-19.583334,-65.75,NA,3945,"US","Botany","2521595","specimen","D. Urgent, U. Urgent & A. Vidaurre","1963-04-30","1963-04-30","Data from GBIF data index - original values.",2013-01-16,"3945","3945",NA,NA,"BO","Frias. Al N de la ciudad de Potosi, Potosï¿½, Tomï¿½s Frï¿½as, Bolivia, South America"
"486","Solanum acaule subsp. acaule","South America","Bolivia","La Paz","Pacajes","Pacajes. Vichaya",-17.116667,-68.76667,NA,3800,"US","Botany","3223411","specimen","T. Johns","1983-01-11","1983-01-11","Data from GBIF data index - original values.",2013-01-16,"3800","3800",NA,NA,"BO","Pacajes. Vichaya, La Paz, Pacajes, Bolivia, South America"
"487","Solanum acaule subsp. acaule","South America","Bolivia","La Paz","Pacajes","Pacajes. Antaquira; Kalla Centro.",-17.05,-68.666664,NA,3950,"US","Botany","3223409","specimen","T. Johns","1982-12-06","1982-12-06","Data from GBIF data index - original values.",2013-01-16,"3950","3950",NA,NA,"BO","Pacajes. Antaquira; Kalla Centro., La Paz, Pacajes, Bolivia, South America"
"488","Solanum acaule subsp. acaule","South America","Bolivia","La Paz","Pacajes","Pacajes. Caquiaviri, Kalla Centro.",-17.016666,-68.6,NA,3950,"US","Botany","3223410","specimen","T. Johns","1982-12-21","1982-12-21","Data from GBIF data index - original values.",2013-01-16,"3950","3950",NA,NA,"BO","Pacajes. Caquiaviri, Kalla Centro., La Paz, Pacajes, Bolivia, South America"
"489","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Arque or Tapacari.  Kallani Alto.  Km 86 on road from Cochabamba to Confital.  Both sides of the road.",-17.63333,-66.65,NA,3960,"USA004","USA004","1440869","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3960",NA,NA,"BO","Prov. Arque or Tapacari.  Kallani Alto.  Km 86 on road from Cochabamba to Confital.  Both sides of the road., Bolivia"
"490","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aroma.  9 km from Konani on the road to Quime.",-17.33333,-67.4,NA,3920,"USA004","USA004","1440881","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Prov. Aroma.  9 km from Konani on the road to Quime., Bolivia"
"491","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way to Valle Encantado, (km 61 on route 59).",-25.13333,-65.86667,NA,3500,"USA004","USA004","1367591","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","On the way to Valle Encantado, (km 61 on route 59)., Argentina"
"492","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Azurduy: 113 km N of Azurduy, 20 km N of Cruz Caza, 30 km N of Torre Pampa Junction.",-19.73333,-64.58333,NA,3730,"USA004","USA004","1101226","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Azurduy: 113 km N of Azurduy, 20 km N of Cruz Caza, 30 km N of Torre Pampa Junction., Bolivia"
"493","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Atuya.",-22.33333,-65.23333,NA,4150,"USA004","USA004","1367579","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"AR","Atuya., Argentina"
"494","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Meson, El Meson .",-22.28333,-64.86667,NA,3220,"USA004","USA004","1367626","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3220",NA,NA,"AR","Abra de Meson, El Meson ., Argentina"
"495","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sa Alta, route 14, Coraya.",-23.16667,-65.45,NA,3620,"USA004","USA004","1367658","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"AR","Sa Alta, route 14, Coraya., Argentina"
"496","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Aviles.  San Miguel.",-21.33333,-65.71667,NA,3840,"USA004","USA004","1393126","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Aviles.  San Miguel., Bolivia"
"497","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Tafna.",-22.13333,-65.75,NA,3590,"USA004","USA004","1367596","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3590",NA,NA,"AR","Tafna., Argentina"
"498","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Inticancha, 7 km NE of Cruce, on route 5.",-22.15,-65.28333,NA,3820,"USA004","USA004","1367706","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"AR","Inticancha, 7 km NE of Cruce, on route 5., Argentina"
"499","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Cholacor, 10 km NW of Condor, near Chalguamayo.",-22.31667,-65.35,NA,3900,"USA004","USA004","1367698","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Cholacor, 10 km NW of Condor, near Chalguamayo., Argentina"
"500","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Avilez.  30 km from Iscayachi on the road to Villazon.",-21.51667,-65.05,NA,3700,"USA004","USA004","1368258","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Avilez.  30 km from Iscayachi on the road to Villazon., Bolivia"
"501","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Azurduy.  About 22 km beyond the Torre Pampa junction on the way to Azurduy.  About 0.5 km along the cliffs in the direction of Tarabuco.",-19.51667,-64.68333,NA,3730,"USA004","USA004","1440890","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Prov. Azurduy.  About 22 km beyond the Torre Pampa junction on the way to Azurduy.  About 0.5 km along the cliffs in the direction of Tarabuco., Bolivia"
"502","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Sierra de Famatina, La Encrucijada.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367738","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","Sierra de Famatina, La Encrucijada., Argentina"
"503","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rosario de Lerma.  Guayar, Puesto de Las Lajas, between Ovejeria and San Jose, about 1.5 days from Castellanos.",-24.6,-65.58333,NA,3650,"USA004","USA004","1452994","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3650",NA,NA,"AR","Rosario de Lerma.  Guayar, Puesto de Las Lajas, between Ovejeria and San Jose, about 1.5 days from Castellanos., Argentina"
"504","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Sud Chichas.  Pass of Machu Cruz.",-21.45,-65.71667,NA,4250,"USA004","USA004","1393124","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"BO","Sud Chichas.  Pass of Machu Cruz., Bolivia"
"505","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Pacajes.  Comanche hill, on road from Viacha to Corocoro.",-17.08333,-68.58333,NA,4100,"USA004","USA004","1368260","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"BO","Pacajes.  Comanche hill, on road from Viacha to Corocoro., Bolivia"
"506","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Pie de la Cuesta.",-24.03278,-65.55,NA,3700,"USA004","USA004","1367574","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Pie de la Cuesta., Argentina"
"507","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rio Guayatayoc, Rinconada, route 66.",-22.3,-66.03333,NA,3800,"USA004","USA004","1367613","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Rio Guayatayoc, Rinconada, route 66., Argentina"
"508","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way from Lizoite, 10 km on route 5.",-22.26667,-65.2,NA,3800,"USA004","USA004","1367709","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","On the way from Lizoite, 10 km on route 5., Argentina"
"509","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Probably Prov. Omasuyos.  11.2 km from Umacha on way to Ambana.  On upper side of the road.",-15.83333,-68.75,NA,4080,"USA004","USA004","1440879","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4080",NA,NA,"BO","Probably Prov. Omasuyos.  11.2 km from Umacha on way to Ambana.  On upper side of the road., Bolivia"
"510","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Ayopaya.  34 km from turning off the Morochata-Cochabamba road towards Cocapata, Viscachas.",-17.16667,-66.5,NA,4000,"USA004","USA004","1393020","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Ayopaya.  34 km from turning off the Morochata-Cochabamba road towards Cocapata, Viscachas., Bolivia"
"511","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Chayanta: 4 k E of Macha, on Oruro-Sucre road.",-18.83333,-66,NA,3840,"USA004","USA004","1100053","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Chayanta: 4 k E of Macha, on Oruro-Sucre road., Bolivia"
"512","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Las Doncellas.",-22.83333,-65.96667,NA,3600,"USA004","USA004","1367584","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Las Doncellas., Argentina"
"513","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Sierra de Famatina, Puesto Real Vieja, Cano de las Pircas.",-28.93333,-67.8,NA,3580,"USA004","USA004","1367734","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3580",NA,NA,"AR","Sierra de Famatina, Puesto Real Vieja, Cano de las Pircas., Argentina"
"514","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  12.6 km from Oruro on the road to Sacaca.",-17.96667,-66.93333,NA,3860,"USA004","USA004","1440882","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3860",NA,NA,"BO","Prov. Cercado.  12.6 km from Oruro on the road to Sacaca., Bolivia"
"515","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Quebrada de Oros, 4 km W of Oros.",-22.25,-66.31667,NA,3940,"USA004","USA004","1367702","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3940",NA,NA,"AR","Quebrada de Oros, 4 km W of Oros., Argentina"
"516","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Corral Grande, 7 hours by mule from Leon to Molinos.",-24,-65.61667,NA,3100,"USA004","USA004","1394952","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Corral Grande, 7 hours by mule from Leon to Molinos., Argentina"
"517","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Remate, subida.",-23.55,-65.26667,NA,3950,"USA004","USA004","1177481","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"AR","Abra de Remate, subida., Argentina"
"518","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Piedra Parada, Morron del Carrascal.",-23.58333,-65.16667,NA,3700,"USA004","USA004","1367733","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Piedra Parada, Morron del Carrascal., Argentina"
"519","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 307, 83 km marker between Infiernillos and Tafi del Valle.",-26.76667,-65.75,NA,2940,"USA004","USA004","1367691","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2940",NA,NA,"AR","Route 307, 83 km marker between Infiernillos and Tafi del Valle., Argentina"
"520","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Azurduy.  30 km beyond the Torre Pampa junction, 20 km before Cruz Kasa, on the road to Azurduy.  Near cliffs 200 m (vertical) above the road.",-19.56667,-64.65,NA,3730,"USA004","USA004","1440889","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Prov. Azurduy.  30 km beyond the Torre Pampa junction, 20 km before Cruz Kasa, on the road to Azurduy.  Near cliffs 200 m (vertical) above the road., Bolivia"
"521","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Chiquero (Sa de Zenta), en la quebrada del arroyo de Zenta.",-23.18333,-65.05,NA,4400,"USA004","USA004","1367657","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Chiquero (Sa de Zenta), en la quebrada del arroyo de Zenta., Argentina"
"522","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"12 km W of Santa Catalina, San Francisco.",-21.86667,-66.16667,NA,4000,"USA004","USA004","1367588","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","12 km W of Santa Catalina, San Francisco., Argentina"
"523","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Puna.  Ilpa.",-12.45,-76.25,NA,3750,"USA004","USA004","1165561","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"PE","Puna.  Ilpa., Peru"
"524","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz.",-23.16667,-64.95,NA,3900,"USA004","USA004","1367652","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz., Argentina"
"525","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Zenta, Alto de Piedras, Aparzo and Santa Cruz.",-23.16667,-65,NA,4400,"USA004","USA004","1367651","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Sierra de Zenta, Alto de Piedras, Aparzo and Santa Cruz., Argentina"
"526","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"5 km W of Oros.",-22.25,-66.33333,NA,3900,"USA004","USA004","1367703","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","5 km W of Oros., Argentina"
"527","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Chilcayos.",-23.91667,-65.58333,NA,3800,"USA004","USA004","1367576","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Abra de Chilcayos., Argentina"
"528","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Finca La Buena Esperanza (Tolapampa), (Sr Anselmo Salinas), 30 km W of Santa Catalina.",-21.91667,-66.15,NA,3800,"USA004","USA004","1367609","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Finca La Buena Esperanza (Tolapampa), (Sr Anselmo Salinas), 30 km W of Santa Catalina., Argentina"
"529","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Tembriojo, Huairahuase a Molulo.",-23.6,-65.13333,NA,3500,"USA004","USA004","1367731","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Tembriojo, Huairahuase a Molulo., Argentina"
"530","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Cerro Bola, up from Santa Cruz.",-22.15,-65.03333,NA,3350,"USA004","USA004","1367630","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3350",NA,NA,"AR","Cerro Bola, up from Santa Cruz., Argentina"
"531","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Aparzo, E of Humahuaca.",-23.15,-65.08333,NA,3800,"USA004","USA004","1367648","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Aparzo, E of Humahuaca., Argentina"
"532","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"5 km S of Santa Catalina.",-22,-66.06667,NA,3800,"USA004","USA004","1367725","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","5 km S of Santa Catalina., Argentina"
"533","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Near Pampichuela on way from Ledesma to Valle Grande.",-23.55,-64.95,NA,NA,"USA004","USA004","1367573","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Near Pampichuela on way from Ledesma to Valle Grande., Argentina"
"534","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Isonza, Las Aguadas, road to Cachipampa and Amblayo.",-25.33333,-65.83333,NA,2800,"USA004","USA004","1367672","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2800",NA,NA,"AR","Isonza, Las Aguadas, road to Cachipampa and Amblayo., Argentina"
"535","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"By the Colorada home by the Ventura River.",-23.56667,-65.26667,NA,3900,"USA004","USA004","1367647","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","By the Colorada home by the Ventura River., Argentina"
"536","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Loayza.  12 km from Ayo Ayo on the road to Caracato.",-17.05,-67.88333,NA,3960,"USA004","USA004","1440872","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3960",NA,NA,"BO","Prov. Loayza.  12 km from Ayo Ayo on the road to Caracato., Bolivia"
