"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Solanum acaule subsp. acaule","South America","Bolivia","La Paz","Pacajes","Pacajes. Caquiaviri, Kalla Centro.",-17.016666,-68.6,NA,3950,"US","Botany","3223410","specimen","T. Johns","1982-12-21","1982-12-21","Data from GBIF data index - original values.",2013-01-16,"3950","3950",NA,NA,"BO","Pacajes. Caquiaviri, Kalla Centro., La Paz, Pacajes, Bolivia, South America"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Arque or Tapacari.  Kallani Alto.  Km 86 on road from Cochabamba to Confital.  Both sides of the road.",-17.63333,-66.65,NA,3960,"USA004","USA004","1440869","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3960",NA,NA,"BO","Prov. Arque or Tapacari.  Kallani Alto.  Km 86 on road from Cochabamba to Confital.  Both sides of the road., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Aroma.  9 km from Konani on the road to Quime.",-17.33333,-67.4,NA,3920,"USA004","USA004","1440881","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Prov. Aroma.  9 km from Konani on the road to Quime., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Palca de Aparzo, 1 km S of Aparzo via the road to Ciznzo.",-23.13278,-65.1,NA,3800,"USA004","USA004","1367650","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Palca de Aparzo, 1 km S of Aparzo via the road to Ciznzo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"San Francisco, 12 km W of Santa Catalina.",-21.88333,-66.11667,NA,4080,"USA004","USA004","1367600","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4080",NA,NA,"AR","San Francisco, 12 km W of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way to Valle Encantado, (km 61 on route 59).",-25.13333,-65.86667,NA,3500,"USA004","USA004","1367591","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","On the way to Valle Encantado, (km 61 on route 59)., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Azurduy: 113 km N of Azurduy, 20 km N of Cruz Caza, 30 km N of Torre Pampa Junction.",-19.73333,-64.58333,NA,3730,"USA004","USA004","1101226","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Azurduy: 113 km N of Azurduy, 20 km N of Cruz Caza, 30 km N of Torre Pampa Junction., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Atuya.",-22.33333,-65.23333,NA,4150,"USA004","USA004","1367579","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"AR","Atuya., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Meson, El Meson .",-22.28333,-64.86667,NA,3220,"USA004","USA004","1367626","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3220",NA,NA,"AR","Abra de Meson, El Meson ., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Negra Muerta, route 49, 10 km S of Abray Acay.",-24.48333,-66.21667,NA,4300,"USA004","USA004","1367665","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"AR","Negra Muerta, route 49, 10 km S of Abray Acay., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sa Alta, route 14, Coraya.",-23.16667,-65.45,NA,3620,"USA004","USA004","1367658","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"AR","Sa Alta, route 14, Coraya., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Aviles.  San Miguel.",-21.33333,-65.71667,NA,3840,"USA004","USA004","1393126","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Aviles.  San Miguel., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Tafna.",-22.13333,-65.75,NA,3590,"USA004","USA004","1367596","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3590",NA,NA,"AR","Tafna., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Inticancha, 7 km NE of Cruce, on route 5.",-22.15,-65.28333,NA,3820,"USA004","USA004","1367706","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3820",NA,NA,"AR","Inticancha, 7 km NE of Cruce, on route 5., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Cholacor, 10 km NW of Condor, near Chalguamayo.",-22.31667,-65.35,NA,3900,"USA004","USA004","1367698","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Cholacor, 10 km NW of Condor, near Chalguamayo., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Avilez.  30 km from Iscayachi on the road to Villazon.",-21.51667,-65.05,NA,3700,"USA004","USA004","1368258","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Avilez.  30 km from Iscayachi on the road to Villazon., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Azurduy.  About 22 km beyond the Torre Pampa junction on the way to Azurduy.  About 0.5 km along the cliffs in the direction of Tarabuco.",-19.51667,-64.68333,NA,3730,"USA004","USA004","1440890","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Prov. Azurduy.  About 22 km beyond the Torre Pampa junction on the way to Azurduy.  About 0.5 km along the cliffs in the direction of Tarabuco., Bolivia"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Sierra de Famatina, La Encrucijada.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367738","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","Sierra de Famatina, La Encrucijada., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"42 km from La Quiaca towards Santa Victoria.",-22.21667,-65.25,NA,4250,"USA004","USA004","1368335","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"AR","42 km from La Quiaca towards Santa Victoria., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rosario de Lerma.  Guayar, Puesto de Las Lajas, between Ovejeria and San Jose, about 1.5 days from Castellanos.",-24.6,-65.58333,NA,3650,"USA004","USA004","1452994","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3650",NA,NA,"AR","Rosario de Lerma.  Guayar, Puesto de Las Lajas, between Ovejeria and San Jose, about 1.5 days from Castellanos., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Sud Chichas.  Pass of Machu Cruz.",-21.45,-65.71667,NA,4250,"USA004","USA004","1393124","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"BO","Sud Chichas.  Pass of Machu Cruz., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Pacajes.  Comanche hill, on road from Viacha to Corocoro.",-17.08333,-68.58333,NA,4100,"USA004","USA004","1368260","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"BO","Pacajes.  Comanche hill, on road from Viacha to Corocoro., Bolivia"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Puno-Cuzco",-15.83333,-70.03333,NA,4250,"USA004","USA004","1368454","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"PE","Puno-Cuzco, Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Salveayoc, 5 km SW of Rinconada.",-22.46667,-66.2,NA,4000,"USA004","USA004","1367620","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Salveayoc, 5 km SW of Rinconada., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Pie de la Cuesta.",-24.03278,-65.55,NA,3700,"USA004","USA004","1367574","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Pie de la Cuesta., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rio Guayatayoc, Rinconada, route 66.",-22.3,-66.03333,NA,3800,"USA004","USA004","1367613","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Rio Guayatayoc, Rinconada, route 66., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"On the way from Lizoite, 10 km on route 5.",-22.26667,-65.2,NA,3800,"USA004","USA004","1367709","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","On the way from Lizoite, 10 km on route 5., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Probably Prov. Omasuyos.  11.2 km from Umacha on way to Ambana.  On upper side of the road.",-15.83333,-68.75,NA,4080,"USA004","USA004","1440879","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4080",NA,NA,"BO","Probably Prov. Omasuyos.  11.2 km from Umacha on way to Ambana.  On upper side of the road., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Salveayoc, 5 km SW of Rinconada.",-22.46667,-66.2,NA,4000,"USA004","USA004","1367687","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Salveayoc, 5 km SW of Rinconada., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Ayopaya.  34 km from turning off the Morochata-Cochabamba road towards Cocapata, Viscachas.",-17.16667,-66.5,NA,4000,"USA004","USA004","1393020","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Ayopaya.  34 km from turning off the Morochata-Cochabamba road towards Cocapata, Viscachas., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Chayanta: 4 k E of Macha, on Oruro-Sucre road.",-18.83333,-66,NA,3840,"USA004","USA004","1100053","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"BO","Chayanta: 4 k E of Macha, on Oruro-Sucre road., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Las Doncellas.",-22.83333,-65.96667,NA,3600,"USA004","USA004","1367584","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Las Doncellas., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Rincon de Cajas, 20 km E of Yavi, 500 m E of del Puesto de Gendarmeria on route 5.",-22.23333,-65.28333,NA,3900,"USA004","USA004","1367675","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Rincon de Cajas, 20 km E of Yavi, 500 m E of del Puesto de Gendarmeria on route 5., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Sierra de Famatina, Puesto Real Vieja, Cano de las Pircas.",-28.93333,-67.8,NA,3580,"USA004","USA004","1367734","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3580",NA,NA,"AR","Sierra de Famatina, Puesto Real Vieja, Cano de las Pircas., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Puenta Medio Cerro, above Santa Cruz.",-23.2,-64.91667,NA,2900,"USA004","USA004","1394948","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2900",NA,NA,"AR","Puenta Medio Cerro, above Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Pacajes.  2 km beyond Caquiaveri on the road to Rio Desaguadero.",-17.03333,-68.85,NA,4050,"USA004","USA004","1368261","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"BO","Pacajes.  2 km beyond Caquiaveri on the road to Rio Desaguadero., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  12.6 km from Oruro on the road to Sacaca.",-17.96667,-66.93333,NA,3860,"USA004","USA004","1440882","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3860",NA,NA,"BO","Prov. Cercado.  12.6 km from Oruro on the road to Sacaca., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Quebrada de Oros, 4 km W of Oros.",-22.25,-66.31667,NA,3940,"USA004","USA004","1367702","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3940",NA,NA,"AR","Quebrada de Oros, 4 km W of Oros., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 9, Esquina Blanca, about 100 m N of the ford with the rio Grande.",-22.96667,-65.43333,NA,3500,"USA004","USA004","1367660","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Route 9, Esquina Blanca, about 100 m N of the ford with the rio Grande., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Corral Grande, 7 hours by mule from Leon to Molinos.",-24,-65.61667,NA,3100,"USA004","USA004","1394952","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Corral Grande, 7 hours by mule from Leon to Molinos., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Tiahuanaco",-16.55,-68.7,NA,3600,"USA004","USA004","1368453","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"BO","Tiahuanaco, Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Remate, subida.",-23.55,-65.26667,NA,3950,"USA004","USA004","1177481","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"AR","Abra de Remate, subida., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Esquina Blanca.",-22.96667,-65.43333,NA,3600,"USA004","USA004","1367722","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Esquina Blanca., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Piedra Parada, Morron del Carrascal.",-23.58333,-65.16667,NA,3700,"USA004","USA004","1367733","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Piedra Parada, Morron del Carrascal., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 307, 83 km marker between Infiernillos and Tafi del Valle.",-26.76667,-65.75,NA,2940,"USA004","USA004","1367691","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2940",NA,NA,"AR","Route 307, 83 km marker between Infiernillos and Tafi del Valle., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Azurduy.  30 km beyond the Torre Pampa junction, 20 km before Cruz Kasa, on the road to Azurduy.  Near cliffs 200 m (vertical) above the road.",-19.56667,-64.65,NA,3730,"USA004","USA004","1440889","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Prov. Azurduy.  30 km beyond the Torre Pampa junction, 20 km before Cruz Kasa, on the road to Azurduy.  Near cliffs 200 m (vertical) above the road., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Chiquero (Sa de Zenta), en la quebrada del arroyo de Zenta.",-23.18333,-65.05,NA,4400,"USA004","USA004","1367657","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Chiquero (Sa de Zenta), en la quebrada del arroyo de Zenta., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"12 km W of Santa Catalina, San Francisco.",-21.86667,-66.16667,NA,4000,"USA004","USA004","1367588","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","12 km W of Santa Catalina, San Francisco., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Puna.  Ilpa.",-12.45,-76.25,NA,3750,"USA004","USA004","1165561","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"PE","Puna.  Ilpa., Peru"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz.",-23.16667,-64.95,NA,3900,"USA004","USA004","1367652","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Zenta, Alto de Piedras, Aparzo and Santa Cruz.",-23.16667,-65,NA,4400,"USA004","USA004","1367651","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4400",NA,NA,"AR","Sierra de Zenta, Alto de Piedras, Aparzo and Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Chaupi Rodero, between Iturbe and Iruya.",-22.93333,-65.31667,NA,3700,"USA004","USA004","1367727","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Chaupi Rodero, between Iturbe and Iruya., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"5 km W of Oros.",-22.25,-66.33333,NA,3900,"USA004","USA004","1367703","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","5 km W of Oros., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Abra de Chilcayos.",-23.91667,-65.58333,NA,3800,"USA004","USA004","1367576","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Abra de Chilcayos., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Aparzo.",-23.1,-65.16667,NA,3800,"USA004","USA004","1367719","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Aparzo., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Zudanez.  Sheep station at Corralon Mayu.",-19.45,-64.73333,NA,3450,"USA004","USA004","1440892","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"BO","Prov. Zudanez.  Sheep station at Corralon Mayu., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Finca La Buena Esperanza (Tolapampa), (Sr Anselmo Salinas), 30 km W of Santa Catalina.",-21.91667,-66.15,NA,3800,"USA004","USA004","1367609","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Finca La Buena Esperanza (Tolapampa), (Sr Anselmo Salinas), 30 km W of Santa Catalina., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Tembriojo, Huairahuase a Molulo.",-23.6,-65.13333,NA,3500,"USA004","USA004","1367731","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Tembriojo, Huairahuase a Molulo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Famatina, La Encrucijada.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367737","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","Sierra de Famatina, La Encrucijada., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Cerro Bola, up from Santa Cruz.",-22.15,-65.03333,NA,3350,"USA004","USA004","1367630","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3350",NA,NA,"AR","Cerro Bola, up from Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Aparzo, E of Humahuaca.",-23.15,-65.08333,NA,3800,"USA004","USA004","1367648","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Aparzo, E of Humahuaca., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"5 km S of Santa Catalina.",-22,-66.06667,NA,3800,"USA004","USA004","1367725","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","5 km S of Santa Catalina., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Chapare.  34 km from Tranca de Sacaba on the road to Palca.",-17.23333,-66.05,NA,3920,"USA004","USA004","1393017","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3920",NA,NA,"BO","Chapare.  34 km from Tranca de Sacaba on the road to Palca., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Piscuno, Casa Colorado-Molulo road.",-23.63333,-65.1,NA,3100,"USA004","USA004","1367641","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Piscuno, Casa Colorado-Molulo road., Argentina"
"Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"On the path to Casa Colorada and Molulo.",-23.58333,-65.2,NA,3800,"USA004","USA004","1367730","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","On the path to Casa Colorada and Molulo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Route 307, km 83, between Infiernillos and Tafi de Valle.",-26.76667,-65.75,NA,2940,"USA004","USA004","1367693","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2940",NA,NA,"AR","Route 307, km 83, between Infiernillos and Tafi de Valle., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Near Pampichuela on way from Ledesma to Valle Grande.",-23.55,-64.95,NA,NA,"USA004","USA004","1367573","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Near Pampichuela on way from Ledesma to Valle Grande., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Isonza, Las Aguadas, road to Cachipampa and Amblayo.",-25.33333,-65.83333,NA,2800,"USA004","USA004","1367672","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2800",NA,NA,"AR","Isonza, Las Aguadas, road to Cachipampa and Amblayo., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz.",-23.16667,-64.95,NA,3900,"USA004","USA004","1367653","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","Sierra de Zenta, Abra del Volcan, road to Abra de Zenta and Santa Cruz., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"By the Colorada home by the Ventura River.",-23.56667,-65.26667,NA,3900,"USA004","USA004","1367647","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"AR","By the Colorada home by the Ventura River., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Huancavelica to Lircay, km 26.",-12.85,-74.85,NA,4150,"USA004","USA004","1368417","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"PE","Huancavelica to Lircay, km 26., Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Arani.  Koari, 87 km from Cochabamba towards Santa Cruz.",-17.43333,-65.71667,NA,3550,"USA004","USA004","1368252","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3550",NA,NA,"BO","Arani.  Koari, 87 km from Cochabamba towards Santa Cruz., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Km 83, between Infiernellos and Tafi del Valle.",-26.76667,-65.75,NA,2940,"USA004","USA004","1367692","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2940",NA,NA,"AR","Km 83, between Infiernellos and Tafi del Valle., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"La Encrucijada, 21 km SW of Los Corrales, Sierra de Famatina.",-28.96667,-67.7,NA,3050,"USA004","USA004","1367735","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3050",NA,NA,"AR","La Encrucijada, 21 km SW of Los Corrales, Sierra de Famatina., Argentina"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Loayza.  12 km from Ayo Ayo on the road to Caracato.",-17.05,-67.88333,NA,3960,"USA004","USA004","1440872","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3960",NA,NA,"BO","Prov. Loayza.  12 km from Ayo Ayo on the road to Caracato., Bolivia"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Omasuyos: 7 km N of Huarisata, on road to Sorata, just above the small Indian village of Occo Hualata.",-15.91667,-68.65,NA,4124,"USA004","USA004","1100135","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4124",NA,NA,"BO","Omasuyos: 7 km N of Huarisata, on road to Sorata, just above the small Indian village of Occo Hualata., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Esquina Blanca.",-22.96667,-65.43333,NA,3600,"USA004","USA004","1367723","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"AR","Esquina Blanca., Argentina"
"Solanum acaule f. acaule",NA,"Peru",NA,NA,"Cailloma.  Utupara.",-15.2,-71.76667,NA,4200,"USA004","USA004","1368424","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Cailloma.  Utupara., Peru"
"Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Prov. Cercado.  Km 168 on road from Cochabamba to Caracollo.",-17.65,-67,NA,4000,"USA004","USA004","1440870","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Prov. Cercado.  Km 168 on road from Cochabamba to Caracollo., Bolivia"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Tilcara.  Above El Durazno, 12 hours east of Tilcara by mule.",-23.96667,-65.63333,NA,3200,"USA004","USA004","1452992","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3200",NA,NA,"AR","Tilcara.  Above El Durazno, 12 hours east of Tilcara by mule., Argentina"
"Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Piscuno, Casa Colorada-Molulo road.",-23.63333,-65.1,NA,3100,"USA004","USA004","1367642","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Piscuno, Casa Colorada-Molulo road., Argentina"
